Sno,Name,Contact Number,Fax,Address,Opening Hours,Link
1965,JOY LEE BREAST AND GENERAL SURGERY,62585893,91472477,820 THOMSON ROAD                                                                    MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D                                                                                          #08-64 Singapore 574623,"Monday to Friday : 09:00 am to 12:30 pm, 02:00 pm to 05:00 pmSaturday : 09:00 am to 01:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14880
1966,JOYCE LIM SKIN AND LASER CLINIC,68349159,91472477,290 ORCHARD ROAD                                                                    PARAGON                                                                                          #11-16 to 20 Singapore 238859,Monday to Friday : 08:00 am to 07:00 pmSaturday : 08:00 am to 05:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14890
1967,JOYHEALTH MEDICAL CLINIC & SURGERY,67811868,91472477,825 Tampines Street 81                              #01-50 Singapore 520825,"Public Holiday :  ClosedMonday and Thursday : 09:00 am to 12:30 pm, 02:00 pm to 05:00 pm, 07:00 pm to 08:30 pmTuesday : 09:00 am to 12:30 pm, 02:00 pm to 05:00 pmWednesday and Friday : 09:00 am to 12:30 pm, 02:00 pm to 05:00 pmSaturday : 09:00 am to 12:30 pmSunday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14900
1968,JOYSPRING FAMILY CLINIC,4551560,91472477,133 ANG MO KIO AVE 3                              #01-1643 Singapore 560133,"Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:00 pm, 01:00 pm to 03:00 pmChinese New Year (27/01/2020) : 09:00 am to 12:00 pmMonday to Thursday : 08:30 am to 12:00 pm, 01:00 pm to 03:00 pm, 06:30 pm to 09:00 pmFriday : 08:30 am to 12:00 pm, 01:00 pm to 03:00 pmSaturday : 08:30 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14910
1969,JUBILEE FAMILY PHYSICIANS,65821883,91472477,BLK 258 PASIR RIS ST 21                              #02-16 Singapore 510258,"Eve of Chinese New Year (24/01/2020) : 08:00 am to 12:00 pmChinese New Year (27/01/2020) : 08:00 am to 12:00 pmMonday to Friday : 08:00 am to 01:00 pm, 02:00 pm to 05:00 pmSaturday : 08:00 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=39463
1970,JUDE LEE GASTROINTESTINAL & LAPAROSCOPIC SURGERY,65702252,91472477,38 IRRAWADDY ROAD                                                                    MOUNT ELIZABETH NOVENA SPECIALIST CENTRE                                                                                          #08-35 Singapore 329563,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=42391
1971,JUDY WONG CLINIC FOR WOMEN,62552823,91472477,339 THOMSON ROAD                                                                    THOMSON MEDICAL CENTRE                                                                                          #04-08 Singapore 307677,Monday to Friday : 09:00 am to 05:00 pmSaturday : 08:30 am to 01:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=34240
1972,JULIAN LEE EAR NOSE THROAT SPECIALIST,62502262,62502232,38 IRRAWADDY ROAD                                                                    Mount Elizabeth Novena Specialist Centre                                                                                          #06-62 Singapore 329563,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45158
1973,JULIAN ONG ENDOSCOPY & SURGERY,66940449,62502232,38 IRRAWADDY ROAD                                                                    MOUNT ELIZABETH SPECIALIST CENTRE                                                                                          #05-49 Singapore 329563,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45785
1974,JUNCTION 8 DENTAL SURGERY,63537707,62502232,BLK 506 BISHAN STREET 11                              #01-406 Singapore 570506,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46898
1975,JUNIOR BABY & CHILD CLINIC,64441123,62502232,BLK 57 MARINE TERRACE                              #01-133 Singapore 440057,"Monday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pmTuesday and Friday : 08:30 am to 12:30 pmWednesday and Thursday : 08:30 am to 12:30 pm, 02:00 pm to 04:00 pmSaturday : 08:30 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14960
1976,JURONG CLINIC FOR WOMEN,66651570,62502232,130 Jurong Gateway Road                              #01-231 Singapore 600130,"Monday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pmSaturday : 08:30 am to 12:30 pm, 02:00 pm to 05:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14970
1977,JURONG DAY & NIGHT CLINIC,67922257,62502232,BLK 966 JURONG WEST STREET 93                              #01-219 Singapore 640966,"Eve of Lunar New Year (04/02/2019) : 09:00 am to 12:00 pmMonday and Friday : 09:00 am to 12:30 pm, 06:30 pm to 08:30 pmSaturday : 09:30 am to 12:30 pmSunday : 06:30 pm to 08:30 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=41731
1978,JURONG DENTAL GROUP,65675565,62502232,BLK 351 JURONG EAST ST 31                              #01-85 Singapore 600351,"Public Holiday :  ClosedMonday : 09:00 am to 12:30 pm, 02:00 pm to 04:30 pmTuesday : 02:00 pm to 04:30 pm, 06:30 pm to 08:30 pmWednesday : 09:00 am to 02:00 pmThursday : 09:00 am to 12:30 pm, 02:00 pm to 04:30 pm, 06:30 pm to 08:30 pmFriday to Sunday : 09:00 am to 12:30 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14980
1979,JURONG DENTAL SURGERY,65663731,62502232,BLK 501 JURONG WEST STREET 51                              #01-283 Singapore 640501,"Monday and Sunday : 09:00 am to 09:00 pm, 09:00 am to 05:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=14990
1980,JURONG EAST CLINIC,65608004,62502232,BLK 114 JURONG EAST ST 13                              #01-406 Singapore 600114,Eve of Lunar New Year (04/02/2019) : 08:30 am to 12:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=15000
1981,JURONG EAST COMMUNITY HEALTH CENTRE,62446688,62502232,BLK 229 JURONG EAST STREET 21                              #01-701 Singapore 600229,Eve of Chinese New Year (15/02/2018) : 08:30 am to 12:30 pmChinese New Year (16/02/2018) :  ClosedChinese New Year (17/02/2018) :  ClosedChinese New Year (18/02/2018) :  ClosedMonday to Friday : 08:30 am to 05:00 pmSaturday : 08:30 am to 01:00 pmSunday and Public Holiday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=44402
1982,JURONG MEDICAL CENTRE,67162000,65517999,60 JURONG WEST CENTRAL 3                               Singapore 648346,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46091
1983,JURONG POINT DENTAL SURGERY,67921811,65517999,1 JURONG WEST CENTRAL 2                                                                    JURONG POINT SHOPPING CENTRE                                                                                          #B1A-20D Singapore 648886,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45660
1984,JURONG POLYCLINIC,66636847,65517999,190 JURONG EAST AVENUE 1                               Singapore 609788,"Monday to Friday : 08:00 am to 01:00 pm, 02:00 pm to 04:30 pmSaturday : 08:00 am to 12:30 pmSunday and Public Holiday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=45983
1985,JURONG POLYCLINIC DENTAL SERVICES,66636847,65517999,190 JURONG EAST AVENUE 1                                                                    JURONG POLYCLINIC                                                                                           Singapore 609788,"Monday to Friday : 08:00 am to 01:00 pm, 02:00 pm to 04:30 pmSaturday : 08:00 am to 12:30 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=46125
1986,JURPOINT MEDICARE CLINIC,67940070,65517999,1 JURONG WEST CENTRAL 2                                                                    JURONG POINT SHOPPING CENTRE                                                                                          #B1A-20B Singapore 648886,"Eve of Chinese New Year (15/02/2018) : 08:30 am to 10:30 amChinese New Year (16/02/2018) :  ClosedChinese New Year (17/02/2018) :  ClosedChinese New Year (18/02/2018) :  ClosedMonday to Friday : 08:30 am to 12:30 pm, 02:00 pm to 04:30 pmSaturday : 08:30 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=37370
1987,JW CORPORATION CLINIC PTE LTD,65646745,65517999,BLK 507 Jurong West Street 52                              #01-156 Singapore 640507,"Monday and Tuesday : 06:30 pm to 08:30 pmMonday to Friday : 09:00 am to 12:30 pm, 02:00 pm to 04:00 pmSaturday : 09:00 am to 12:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=33843
1988,K & K DENTAL SURGERY,64635586,65517999,140 UPPER BUKIT TIMAH ROAD                                                                    BEAUTY WORLD PLAZA                                                                                          #02-09 Singapore 588176,Monday and Wednesday : 09:00 am to 08:00 pmTuesday and Thursday : 09:00 am to 06:00 pmFriday : 09:00 am to 08:00 pmSaturday : 09:00 am to 02:00 pmSunday and Public Holiday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=38471
1989,K B LIM SKIN CLINIC PTE LTD,64710965,65517999,6 NAPIER RD                                                                    GLENEAGLES MEDICAL CENTRE                                                                                          #09-06 Singapore 258499,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=15080
1990,K C CHEE SURGERY,67372255,65517999,3 MOUNT ELIZABETH                                                                    MOUNT ELIZABETH MEDICAL CENTRE                                                                                          #17-01 Singapore 228510,"Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=44296
1991,K C CHING CLINIC & SURGERY FOR WOMEN PTE LTD,65358833,65517999,3 MT ELIZABETH                                                                    MOUNT ELIZABETH MEDICAL CENTRE                                                                                          #10-13 Singapore 228510,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=15120
1992,K C CHING CLINIC PTE LTD,63546238,63541509,820 THOMSON RD                                                                    MOUNT ALVERNIA MEDICAL CENTRE                                                                                          #02-01 Singapore 574623,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=15110
1993,K C TAN SKIN CLINIC,68352868,63541509,402 ORCHARD RD                                                                    DELFI ORCHARD                                                                                          #05-18 Singapore 238876,Public Holiday :  ClosedSaturday :  ClosedSunday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=15130
1994,K C TAN'S CLINIC & BRIGHT DENTAL SURGERY,64872161,63541509,1016 UPPER SERANGOON RD                               Singapore 534754,Eve of Chinese New Year (24/01/2020) : 09:00 am to 12:00 pmChinese New Year (26/01/2020) : 08:00 am to 10:00 amChinese New Year (27/01/2020) : 09:00 am to 12:00 pmMonday and Tuesday : 09:00 am to 08:00 pmWednesday and Friday : 09:00 am to 06:00 pmSaturday : 09:00 am to 01:00 pmSunday and Public Holiday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=15140
1995,K C YEO CLINIC & SURGERY FOR WOMEN PTE LTD,62546688,63541509,1 THOMSON ROAD                                                                    BALESTIER HILL SHOPPING CENTRE                                                                                          #01-342 Singapore 300001,Monday to Friday : 08:30 am to 05:00 pmSaturday : 08:30 am to 01:00 pmSunday and Public Holiday :  Closed,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=41091
1996,K F HO DENTAL SURGERY,62713568,63541509,BLK 35 TELOK BLANGAH RISE                              #01-295 Singapore 090035,Monday to Saturday : 09:00 am to 05:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=15160
1997,K H HO NEUROLOGY & MEDICAL CLINIC,64799993,63541509,6 NAPIER ROAD                                                                    GLENEAGLES MEDICAL CENTRE                                                                                          #09-04 Singapore 258499,"Monday to Friday : 09:00 am to 12:55 pm, 02:00 pm to 05:30 pmSaturday : 09:00 am to 12:55 pmSunday and Public Holiday :  Closed",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=15170
1998,K H HO NEUROSURGERY,67338226,63541509,3 MT ELIZABETH                                                                    MOUNT ELIZABETH MEDICAL CENTRE                                                                                          #10-15 Singapore 228510,"Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pmSaturday : 09:00 am to 01:00 pm",http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=15180
1999,K H TUNG UROLOGY,64739595,63541509,6 NAPIER RD                                                                    GLENEAGLES MEDICAL CENTRE                                                                                          #09-08 Singapore 258499,Monday to Saturday : 01:00 pm to 02:00 pm,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=15190
2000,"K K CHEW EAR, NOSE & THROAT SURGERY",64743889,63541509,6 NAPIER RD                                                                    GLENEAGLES MEDICAL CENTRE                                                                                          #06-08 Singapore 258499,Please call the clinic for operating hours,http://hcidirectory.sg/hcidirectory/clinic.do?JSESSIONID=mLKQpQHYV6jSJQGg0hWGQBtjPSJtLBtCb3p7vs12XMGx7dNdn0TL!-774379965!284555834&task=view&toBack=search&pkId=15200
